Latitude,Longitude,Date time,Plow status,Spreader status,Engine status,Truck
42.29767,-83.04006,2019-03-04 00:05:48,True,False,True,6542
42.29514,-83.03746,2019-03-04 00:06:24,True,False,True,6542
42.29425,-83.03645,2019-03-04 00:06:39,True,False,True,6542
42.29459,-83.03472,2019-03-04 00:06:54,True,False,True,6542
42.29492,-83.0329,2019-03-04 00:07:09,True,False,True,6542
42.2953,-83.03086,2019-03-04 00:07:24,True,False,True,6542
42.29571,-83.02884,2019-03-04 00:07:39,True,False,True,6542
42.2961,-83.02684,2019-03-04 00:07:54,True,False,True,6542
42.29628,-83.02573,2019-03-04 00:08:09,True,False,True,6542
42.29629,-83.02571,2019-03-04 00:08:24,True,False,True,6542
42.29629,-83.02569,2019-03-04 00:08:39,True,False,True,6542
42.29628,-83.02569,2019-03-04 00:08:54,True,False,True,6542
42.29635,-83.02538,2019-03-04 00:09:09,True,False,True,6542
42.29667,-83.02374,2019-03-04 00:09:24,True,False,True,6542
42.297,-83.022,2019-03-04 00:09:39,True,False,True,6542
42.29734,-83.0202,2019-03-04 00:09:54,True,False,True,6542
42.29771,-83.01825,2019-03-04 00:10:09,True,False,True,6542
42.29817,-83.01598,2019-03-04 00:10:24,True,False,True,6542
42.29857,-83.01397,2019-03-04 00:10:39,True,False,True,6542
42.29897,-83.01165,2019-03-04 00:10:54,True,False,True,6542
42.29936,-83.00962,2019-03-04 00:11:09,True,False,True,6542
42.29982,-83.00727,2019-03-04 00:11:24,True,False,True,6542
42.30022,-83.00521,2019-03-04 00:11:39,True,False,True,6542
42.30067,-83.00287,2019-03-04 00:11:54,True,False,True,6542
42.30101,-83.00098,2019-03-04 00:12:09,True,False,True,6542
42.29975,-83.04023,2019-03-04 00:12:20,False,True,True,1983
42.30078,-83.00023,2019-03-04 00:12:24,True,False,True,6542
42.30003,-82.99974,2019-03-04 00:12:39,True,False,True,6542
42.29933,-82.99929,2019-03-04 00:12:54,True,False,True,6542
42.29845,-82.99873,2019-03-04 00:13:09,True,False,True,6542
42.29741,-82.99897,2019-03-04 00:13:42,True,False,True,6542
42.29822,-82.99959,2019-03-04 00:14:00,True,False,True,6542
42.29918,-83.00021,2019-03-04 00:14:15,True,False,True,6542
42.29958,-83.00062,2019-03-04 00:14:30,True,False,True,6542
42.29932,-83.00138,2019-03-04 00:14:47,True,False,True,6542
42.30005,-83.002,2019-03-04 00:15:06,True,False,True,6542
42.30062,-83.00232,2019-03-04 00:15:21,True,False,True,6542
42.30064,-83.00231,2019-03-04 00:15:36,True,False,True,6542
42.30066,-83.00229,2019-03-04 00:15:51,True,False,True,6542
42.30068,-83.00228,2019-03-04 00:16:06,True,False,True,6542
42.30068,-83.00228,2019-03-04 00:16:21,True,False,True,6542
42.30066,-83.00231,2019-03-04 00:16:36,True,False,True,6542
42.30109,-83.00261,2019-03-04 00:16:52,True,False,True,6542
42.3023,-83.0034,2019-03-04 00:17:07,True,False,True,6542
42.30337,-83.00409,2019-03-04 00:17:22,True,False,True,6542
42.30386,-83.00441,2019-03-04 00:17:37,True,False,True,6542
42.30497,-83.00512,2019-03-04 00:17:52,True,False,True,6542
42.30581,-83.00568,2019-03-04 00:18:07,True,False,True,6542
42.30679,-83.00639,2019-03-04 00:18:22,True,False,True,6542
42.30778,-83.00695,2019-03-04 00:18:37,True,False,True,6542
42.30844,-83.00738,2019-03-04 00:18:52,True,False,True,6542
42.30957,-83.00814,2019-03-04 00:19:07,True,False,True,6542
42.30383,-83.07294,2019-03-04 00:19:20,False,True,True,1983
42.31054,-83.00873,2019-03-04 00:19:22,True,False,True,6542
42.30381,-83.07289,2019-03-04 00:19:22,False,True,True,1983
42.31094,-83.00897,2019-03-04 00:19:37,True,False,True,6542
42.30351,-83.07196,2019-03-04 00:19:37,False,True,True,1983
42.30316,-83.07102,2019-03-04 00:19:52,False,True,True,1983
42.3113,-83.00814,2019-03-04 00:19:59,True,False,True,6542
42.31081,-83.00772,2019-03-04 00:20:16,True,False,True,6542
42.31091,-83.0065,2019-03-04 00:20:44,True,False,True,6542
42.31116,-83.00587,2019-03-04 00:20:59,True,False,True,6542
42.31187,-83.00616,2019-03-04 00:21:20,True,False,True,6542
42.3125,-83.00486,2019-03-04 00:21:44,True,False,True,6542
42.31297,-83.00354,2019-03-04 00:21:59,True,False,True,6542
42.31312,-83.00308,2019-03-04 00:22:14,True,False,True,6542
42.31317,-83.00299,2019-03-04 00:22:29,True,False,True,6542
42.31386,-83.00336,2019-03-04 00:22:48,True,False,True,6542
42.31488,-83.00401,2019-03-04 00:23:03,True,False,True,6542
42.31556,-83.00445,2019-03-04 00:23:18,True,False,True,6542
42.31637,-83.00496,2019-03-04 00:23:33,True,False,True,6542
42.31715,-83.00546,2019-03-04 00:23:48,True,False,True,6542
42.29028,-83.06549,2019-03-04 00:23:13,False,True,True,1983
42.29033,-83.06404,2019-03-04 00:23:44,False,True,True,1983
42.3168,-83.00689,2019-03-04 00:24:09,True,False,True,6542
42.31655,-83.00784,2019-03-04 00:24:24,True,False,True,6542
42.31729,-83.00832,2019-03-04 00:24:40,True,False,True,6542
42.31818,-83.00887,2019-03-04 00:24:55,True,False,True,6542
42.31909,-83.00945,2019-03-04 00:25:10,True,False,True,6542
42.31961,-83.00984,2019-03-04 00:25:25,True,False,True,6542
42.31929,-83.01088,2019-03-04 00:25:42,True,False,True,6542
42.28473,-83.06189,2019-03-04 00:25:41,False,True,True,1983
42.28465,-83.06193,2019-03-04 00:25:43,False,True,True,1983
42.31898,-83.01172,2019-03-04 00:25:57,True,False,True,6542
42.28416,-83.06086,2019-03-04 00:26:03,False,True,True,1983
42.28396,-83.06014,2019-03-04 00:26:18,False,True,True,1983
42.3196,-83.01235,2019-03-04 00:26:19,True,False,True,6542
42.32037,-83.01282,2019-03-04 00:26:34,True,False,True,6542
42.28302,-83.06053,2019-03-04 00:26:35,False,True,True,1983
42.32023,-83.01354,2019-03-04 00:26:57,True,False,True,6542
42.28232,-83.06081,2019-03-04 00:27:10,False,True,True,1983
42.31956,-83.01334,2019-03-04 00:27:19,True,False,True,6542
42.28307,-83.06046,2019-03-04 00:27:24,False,True,True,1983
42.31882,-83.01287,2019-03-04 00:27:34,True,False,True,6542
42.28396,-83.06011,2019-03-04 00:27:39,False,True,True,1983
42.2843,-83.0614,2019-03-04 00:27:55,False,True,True,1983
42.31884,-83.01208,2019-03-04 00:27:59,True,False,True,6542
42.31908,-83.01128,2019-03-04 00:28:14,True,False,True,6542
42.31946,-83.01026,2019-03-04 00:28:29,True,False,True,6542
42.25684,-83.00572,2019-03-04 00:28:33,True,False,True,6328
42.31965,-83.00977,2019-03-04 00:28:44,True,False,True,6542
42.25697,-83.0046,2019-03-04 00:28:48,True,False,True,6328
42.32005,-83.00863,2019-03-04 00:28:59,True,False,True,6542
42.25704,-83.00405,2019-03-04 00:29:03,True,False,True,6328
42.32036,-83.00771,2019-03-04 00:29:14,True,False,True,6542
42.25705,-83.00401,2019-03-04 00:29:18,True,False,True,6328
42.32075,-83.00671,2019-03-04 00:29:29,True,False,True,6542
42.25705,-83.00401,2019-03-04 00:29:33,True,False,True,6328
42.32072,-83.00637,2019-03-04 00:29:44,True,False,True,6542
42.25706,-83.00401,2019-03-04 00:29:48,True,False,True,6328
42.31948,-83.00558,2019-03-04 00:30:00,True,False,True,6542
42.25708,-83.00395,2019-03-04 00:30:03,True,False,True,6328
42.31826,-83.00481,2019-03-04 00:30:15,True,False,True,6542
42.25729,-83.00289,2019-03-04 00:30:18,True,False,True,6328
42.3168,-83.00383,2019-03-04 00:30:30,True,False,True,6542
42.31547,-83.00299,2019-03-04 00:30:45,True,False,True,6542
42.31389,-83.00197,2019-03-04 00:31:00,True,False,True,6542
42.31254,-83.00113,2019-03-04 00:31:15,True,False,True,6542
42.25851,-82.99526,2019-03-04 00:31:18,True,False,True,6328
42.28774,-83.05136,2019-03-04 00:31:27,False,True,True,1983
42.31101,-83.0001,2019-03-04 00:31:30,True,False,True,6542
42.25863,-82.99408,2019-03-04 00:31:33,True,False,True,6328
42.25889,-82.9927,2019-03-04 00:31:48,True,False,True,6328
42.31097,-82.99793,2019-03-04 00:31:58,True,False,True,6542
42.28905,-83.04766,2019-03-04 00:32:00,False,True,True,1983
42.25914,-82.9913,2019-03-04 00:32:03,True,False,True,6328
42.28915,-83.04758,2019-03-04 00:32:03,False,True,True,1983
42.31156,-82.99629,2019-03-04 00:32:13,True,False,True,6542
42.25941,-82.98986,2019-03-04 00:32:18,True,False,True,6328
42.28982,-83.04794,2019-03-04 00:32:19,False,True,True,1983
42.31219,-82.99449,2019-03-04 00:32:28,True,False,True,6542
42.25968,-82.9883,2019-03-04 00:32:33,True,False,True,6328
42.3124,-82.99296,2019-03-04 00:32:43,True,False,True,6542
42.2599,-82.98694,2019-03-04 00:32:48,True,False,True,6328
42.31273,-82.99178,2019-03-04 00:32:58,True,False,True,6542
42.26017,-82.98546,2019-03-04 00:33:03,True,False,True,6328
42.26036,-82.98412,2019-03-04 00:33:18,True,False,True,6328
42.29052,-83.04843,2019-03-04 00:33:20,False,True,True,1983
42.312,-82.99066,2019-03-04 00:33:24,True,False,True,6542
42.28953,-83.0478,2019-03-04 00:33:34,False,True,True,1983
42.31122,-82.99016,2019-03-04 00:33:39,True,False,True,6542
42.26064,-82.98261,2019-03-04 00:33:48,True,False,True,6328
42.28935,-83.0468,2019-03-04 00:33:53,False,True,True,1983
42.26089,-82.98124,2019-03-04 00:34:03,True,False,True,6328
42.31091,-82.99025,2019-03-04 00:34:02,True,False,True,6542
42.28989,-83.04561,2019-03-04 00:34:11,False,True,True,1983
42.31091,-82.99026,2019-03-04 00:34:17,True,False,True,6542
42.26114,-82.97974,2019-03-04 00:34:18,True,False,True,6328
42.3107,-82.99078,2019-03-04 00:34:32,True,False,True,6542
42.30999,-82.99053,2019-03-04 00:34:58,True,False,True,6542
42.26223,-82.97407,2019-03-04 00:35:03,True,False,True,6328
