Latitude,Longitude,Date time,Plow status,Spreader status,Engine status,Truck
42.2898,-83.08579,2019-02-05 16:06:50,True,False,True,4363
42.2898,-83.08579,2019-02-05 16:06:51,True,False,True,4363
42.2898,-83.08579,2019-02-05 16:07:05,True,False,True,4363
42.2898,-83.08578,2019-02-05 16:07:09,True,False,True,4363
42.2898,-83.08578,2019-02-05 16:07:20,True,False,True,4363
42.28979,-83.08578,2019-02-05 16:07:33,True,False,True,4363
42.28979,-83.08578,2019-02-05 16:07:34,True,False,True,4363
42.28979,-83.08578,2019-02-05 16:07:35,True,False,True,4363
42.28985,-83.08579,2019-02-05 16:07:09,True,False,True,6288
42.28985,-83.08579,2019-02-05 16:07:10,True,False,True,6288
42.28985,-83.08579,2019-02-05 16:07:24,True,False,True,6288
42.2898,-83.08583,2019-02-05 16:07:37,True,False,True,6288
42.2898,-83.08583,2019-02-05 16:07:40,True,False,True,6288
42.2898,-83.08578,2019-02-05 16:07:50,True,False,True,4363
42.2898,-83.08583,2019-02-05 16:07:55,True,False,True,6288
42.2898,-83.08583,2019-02-05 16:07:57,True,False,True,6288
42.2898,-83.08583,2019-02-05 16:07:58,True,False,True,6288
42.28979,-83.08579,2019-02-05 16:08:05,True,False,True,4363
42.2898,-83.08583,2019-02-05 16:08:10,True,False,True,6288
42.28979,-83.08578,2019-02-05 16:08:20,True,False,True,4363
42.2898,-83.08583,2019-02-05 16:08:25,True,False,True,6288
42.28995,-83.08572,2019-02-05 16:07:48,True,False,True,9327
42.28995,-83.08572,2019-02-05 16:07:49,True,False,True,9327
42.28995,-83.08572,2019-02-05 16:08:03,True,False,True,9327
42.28992,-83.08576,2019-02-05 16:08:07,True,False,True,9327
42.28992,-83.08575,2019-02-05 16:08:18,True,False,True,9327
42.28992,-83.08576,2019-02-05 16:08:27,True,False,True,9327
42.28992,-83.08576,2019-02-05 16:08:28,True,False,True,9327
42.28979,-83.08579,2019-02-05 16:08:35,True,False,True,4363
42.28992,-83.08576,2019-02-05 16:08:33,True,False,True,9327
42.2898,-83.08583,2019-02-05 16:08:40,True,False,True,6288
42.28993,-83.08575,2019-02-05 16:08:48,True,False,True,9327
42.28979,-83.08579,2019-02-05 16:08:50,True,False,True,4363
42.28981,-83.08582,2019-02-05 16:08:55,True,False,True,6288
42.28998,-83.0857,2019-02-05 16:08:19,True,False,True,5126
42.28998,-83.0857,2019-02-05 16:08:20,True,False,True,5126
42.28998,-83.0857,2019-02-05 16:08:35,True,False,True,5126
